"dataset","method","case_id","fault","W","alarm_fraction","alarmed"
"RE1-SS","OC-SVM","RE1-SS_catalogue_cpu_3","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_cpu_4","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_cpu_4","cpu",2,0.9,TRUE
"RE1-SS","PCA","RE1-SS_catalogue_cpu_4","cpu",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_cpu_4","cpu",1,0.01,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_cpu_4","cpu",2,0.247,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_cpu_4","cpu",3,0.311,TRUE
"RE1-SS","OC-SVM","RE1-SS_catalogue_cpu_4","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_cpu_4","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_cpu_4","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_cpu_5","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_cpu_5","cpu",2,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_cpu_5","cpu",3,0,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_cpu_5","cpu",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_cpu_5","cpu",2,0.307,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_cpu_5","cpu",3,0.148,TRUE
"RE1-SS","OC-SVM","RE1-SS_catalogue_cpu_5","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_cpu_5","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_cpu_5","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_delay_1","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_delay_1","delay",2,0.97,TRUE
"RE1-SS","PCA","RE1-SS_catalogue_delay_1","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_1","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_1","delay",2,0.057,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_1","delay",3,0.098,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_1","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_1","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_1","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_delay_2","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_delay_2","delay",2,0.987,TRUE
"RE1-SS","PCA","RE1-SS_catalogue_delay_2","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_2","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_2","delay",2,0.057,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_2","delay",3,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_2","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_2","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_2","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_delay_3","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_delay_3","delay",2,0.967,TRUE
"RE1-SS","PCA","RE1-SS_catalogue_delay_3","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_3","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_3","delay",2,0.51,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_3","delay",3,0.525,TRUE
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_3","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_3","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_3","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_delay_4","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_delay_4","delay",2,0.977,TRUE
"RE1-SS","PCA","RE1-SS_catalogue_delay_4","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_4","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_4","delay",2,0.49,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_4","delay",3,0.197,TRUE
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_4","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_4","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_4","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_delay_5","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_delay_5","delay",2,1,TRUE
"RE1-SS","PCA","RE1-SS_catalogue_delay_5","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_5","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_5","delay",2,0.167,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_delay_5","delay",3,0.377,TRUE
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_5","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_5","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_delay_5","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_disk_1","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_disk_1","disk",2,0.993,TRUE
"RE1-SS","PCA","RE1-SS_catalogue_disk_1","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_1","disk",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_1","disk",2,0.623,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_1","disk",3,0.689,TRUE
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_1","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_1","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_1","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_disk_2","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_disk_2","disk",2,0.857,TRUE
"RE1-SS","PCA","RE1-SS_catalogue_disk_2","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_2","disk",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_2","disk",2,0.473,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_2","disk",3,0.787,TRUE
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_2","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_2","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_2","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_disk_3","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_disk_3","disk",2,0.714,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_3","disk",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_3","disk",2,0.404,TRUE
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_3","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_3","disk",2,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_disk_4","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_disk_4","disk",2,0.957,TRUE
"RE1-SS","PCA","RE1-SS_catalogue_disk_4","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_4","disk",1,0.01,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_4","disk",2,0.07,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_4","disk",3,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_4","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_4","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_4","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_disk_5","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_disk_5","disk",2,0.97,TRUE
"RE1-SS","PCA","RE1-SS_catalogue_disk_5","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_5","disk",1,0.023,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_5","disk",2,0.227,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_disk_5","disk",3,0.164,TRUE
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_5","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_5","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_disk_5","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_mem_1","mem",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_mem_1","mem",2,0.4,TRUE
"RE1-SS","PCA","RE1-SS_catalogue_mem_1","mem",3,0,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_1","mem",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_1","mem",2,0.703,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_1","mem",3,0.934,TRUE
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_1","mem",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_1","mem",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_1","mem",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_mem_2","mem",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_mem_2","mem",2,0.987,TRUE
"RE1-SS","PCA","RE1-SS_catalogue_mem_2","mem",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_2","mem",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_2","mem",2,0.903,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_2","mem",3,1,TRUE
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_2","mem",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_2","mem",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_2","mem",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_mem_3","mem",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_mem_3","mem",2,0.983,TRUE
"RE1-SS","PCA","RE1-SS_catalogue_mem_3","mem",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_3","mem",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_3","mem",2,0.657,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_3","mem",3,0.836,TRUE
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_3","mem",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_3","mem",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_3","mem",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_mem_4","mem",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_mem_4","mem",2,0.97,TRUE
"RE1-SS","PCA","RE1-SS_catalogue_mem_4","mem",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_4","mem",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_4","mem",2,0.77,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_4","mem",3,0.984,TRUE
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_4","mem",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_4","mem",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_4","mem",3,0,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_mem_5","mem",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_catalogue_mem_5","mem",2,0.99,TRUE
"RE1-SS","PCA","RE1-SS_catalogue_mem_5","mem",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_5","mem",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_5","mem",2,0.563,TRUE
"RE1-SS","Isolation Forest","RE1-SS_catalogue_mem_5","mem",3,0.426,TRUE
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_5","mem",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_5","mem",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_catalogue_mem_5","mem",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_cpu_1","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_cpu_1","cpu",2,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_cpu_1","cpu",3,0,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_1","cpu",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_1","cpu",2,0.22,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_1","cpu",3,0.525,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_1","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_1","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_1","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_cpu_2","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_cpu_2","cpu",2,0.05,FALSE
"RE1-SS","PCA","RE1-SS_orders_cpu_2","cpu",3,0,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_2","cpu",1,0.01,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_2","cpu",2,0.253,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_2","cpu",3,0.77,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_2","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_2","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_2","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_cpu_3","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_cpu_3","cpu",2,1,TRUE
"RE1-SS","PCA","RE1-SS_orders_cpu_3","cpu",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_3","cpu",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_3","cpu",2,0.703,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_3","cpu",3,0.426,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_3","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_3","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_3","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_cpu_4","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_cpu_4","cpu",2,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_cpu_4","cpu",3,0,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_4","cpu",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_4","cpu",2,0.087,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_4","cpu",3,0.148,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_4","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_4","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_4","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_cpu_5","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_cpu_5","cpu",2,1,TRUE
"RE1-SS","PCA","RE1-SS_orders_cpu_5","cpu",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_5","cpu",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_5","cpu",2,0.087,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_cpu_5","cpu",3,0.066,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_5","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_5","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_cpu_5","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_delay_1","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_delay_1","delay",2,0.963,TRUE
"RE1-SS","PCA","RE1-SS_orders_delay_1","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_1","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_1","delay",2,0.793,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_1","delay",3,0.541,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_delay_1","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_delay_1","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_delay_1","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_delay_2","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_delay_2","delay",2,0.953,TRUE
"RE1-SS","PCA","RE1-SS_orders_delay_2","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_2","delay",1,0.013,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_2","delay",2,0.527,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_2","delay",3,0.656,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_delay_2","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_delay_2","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_delay_2","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_delay_3","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_delay_3","delay",2,1,TRUE
"RE1-SS","PCA","RE1-SS_orders_delay_3","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_3","delay",1,0.01,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_3","delay",2,0.41,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_3","delay",3,0.328,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_delay_3","delay",1,0.007,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_delay_3","delay",2,1,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_delay_3","delay",3,1,TRUE
"RE1-SS","PCA","RE1-SS_orders_delay_4","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_delay_4","delay",2,1,TRUE
"RE1-SS","PCA","RE1-SS_orders_delay_4","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_4","delay",1,0.017,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_4","delay",2,0.957,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_4","delay",3,1,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_delay_4","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_delay_4","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_delay_4","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_delay_5","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_delay_5","delay",2,1,TRUE
"RE1-SS","PCA","RE1-SS_orders_delay_5","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_5","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_5","delay",2,0.847,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_5","delay",3,0.738,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_delay_5","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_delay_5","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_delay_5","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_disk_1","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_disk_1","disk",2,0.96,TRUE
"RE1-SS","PCA","RE1-SS_orders_disk_1","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_1","disk",1,0.01,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_1","disk",2,0.407,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_1","disk",3,0.803,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_disk_1","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_disk_1","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_disk_1","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_disk_2","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_disk_2","disk",2,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_disk_2","disk",3,0,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_2","disk",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_2","disk",2,0.233,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_2","disk",3,0.344,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_disk_2","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_disk_2","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_disk_2","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_disk_3","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_disk_3","disk",2,0.993,TRUE
"RE1-SS","PCA","RE1-SS_orders_disk_3","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_3","disk",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_3","disk",2,0.113,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_3","disk",3,0.197,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_disk_3","disk",1,0.007,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_disk_3","disk",2,0.993,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_disk_3","disk",3,1,TRUE
"RE1-SS","PCA","RE1-SS_orders_disk_4","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_disk_4","disk",2,0.973,TRUE
"RE1-SS","PCA","RE1-SS_orders_disk_4","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_4","disk",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_4","disk",2,0.027,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_4","disk",3,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_disk_4","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_disk_4","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_disk_4","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_disk_5","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_disk_5","disk",2,0.99,TRUE
"RE1-SS","PCA","RE1-SS_orders_disk_5","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_5","disk",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_5","disk",2,0.327,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_5","disk",3,0.361,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_disk_5","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_disk_5","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_disk_5","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_mem_1","mem",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_mem_1","mem",2,0.583,TRUE
"RE1-SS","PCA","RE1-SS_orders_mem_1","mem",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_1","mem",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_1","mem",2,0.817,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_1","mem",3,1,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_mem_1","mem",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_mem_1","mem",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_mem_1","mem",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_mem_2","mem",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_mem_2","mem",2,0.74,TRUE
"RE1-SS","PCA","RE1-SS_orders_mem_2","mem",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_2","mem",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_2","mem",2,0.877,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_2","mem",3,0.967,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_mem_2","mem",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_mem_2","mem",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_mem_2","mem",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_mem_3","mem",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_mem_3","mem",2,0.85,TRUE
"RE1-SS","PCA","RE1-SS_orders_mem_3","mem",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_3","mem",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_3","mem",2,0.813,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_3","mem",3,0.82,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_mem_3","mem",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_mem_3","mem",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_mem_3","mem",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_mem_4","mem",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_mem_4","mem",2,0.643,TRUE
"RE1-SS","PCA","RE1-SS_orders_mem_4","mem",3,0.672,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_4","mem",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_4","mem",2,0.713,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_4","mem",3,0.705,TRUE
