"dataset","method","case_id","fault","w1_false_alarm","first_alarm_window"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_3","disk",FALSE,"W3"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_4","disk",FALSE,NA
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_5","disk",FALSE,"W3"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_1","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_2","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_3","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_4","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_5","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_1","cpu",FALSE,"W3"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_2","cpu",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_3","cpu",FALSE,NA
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_4","cpu",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_5","cpu",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_1","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_2","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_3","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_4","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_5","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_1","disk",FALSE,NA
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_2","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_3","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_4","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_5","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_1","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_2","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_3","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_4","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_5","mem",FALSE,NA
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_1","cpu",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_2","cpu",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_3","cpu",FALSE,NA
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_4","cpu",FALSE,NA
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_5","cpu",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_1","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_2","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_3","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_4","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_5","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_1","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_2","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_3","disk",FALSE,NA
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_4","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_5","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_1","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_2","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_3","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_4","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_5","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_1","cpu",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_2","cpu",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_3","cpu",FALSE,NA
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_4","cpu",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_5","cpu",FALSE,NA
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_delay_1","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_delay_2","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_delay_3","delay",FALSE,NA
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_delay_4","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_delay_5","delay",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_disk_1","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_disk_2","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_disk_3","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_disk_4","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_disk_5","disk",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_mem_1","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_mem_2","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_mem_3","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_mem_4","mem",FALSE,"W2"
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_mem_5","mem",FALSE,"W2"
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_cpu_1","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_cpu_2","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_cpu_3","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_cpu_4","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_cpu_5","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_delay_1","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_delay_2","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_delay_3","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_delay_4","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_delay_5","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_disk_1","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_disk_2","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_disk_3","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_disk_4","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_disk_5","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_1","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_2","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_3","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_4","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_5","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_1","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_2","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_3","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_4","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_5","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_1","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_2","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_3","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_4","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_5","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_1","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_2","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_3","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_4","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_5","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_1","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_2","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_3","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_4","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_5","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_1","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_2","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_3","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_4","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_5","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_1","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_2","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_3","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_4","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_5","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_1","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_2","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_3","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_4","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_5","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_1","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_2","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_3","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_4","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_5","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_1","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_2","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_3","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_4","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_5","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_1","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_2","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_3","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_4","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_5","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_1","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_2","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_3","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_4","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_5","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_1","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_2","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_3","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_4","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_5","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_1","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_2","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_3","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_4","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_5","cpu",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_delay_1","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_delay_2","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_delay_3","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_delay_4","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_delay_5","delay",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_disk_1","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_disk_2","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_disk_3","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_disk_4","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_disk_5","disk",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_mem_1","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_mem_2","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_mem_3","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_mem_4","mem",FALSE,NA
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_mem_5","mem",FALSE,NA
"RE1-TT","PCA","RE1-TT_ts-auth-service_cpu_1","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_cpu_2","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_cpu_3","cpu",FALSE,"W3"
"RE1-TT","PCA","RE1-TT_ts-auth-service_cpu_4","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_cpu_5","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_delay_1","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_delay_2","delay",FALSE,NA
"RE1-TT","PCA","RE1-TT_ts-auth-service_delay_3","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_delay_4","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_delay_5","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_disk_1","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_disk_2","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_disk_3","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_disk_4","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_disk_5","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_1","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_2","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_3","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_4","mem",FALSE,NA
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_5","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_1","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_2","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_3","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_4","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_5","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_1","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_2","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_3","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_4","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_5","delay",FALSE,"W3"
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_1","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_2","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_3","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_4","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_5","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_1","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_2","mem",FALSE,NA
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_3","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_4","mem",FALSE,NA
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_5","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_1","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_2","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_3","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_4","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_5","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_1","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_2","delay",FALSE,"W3"
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_3","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_4","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_5","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_1","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_2","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_3","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_4","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_5","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_1","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_2","mem",FALSE,"W3"
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_3","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_4","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_5","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_1","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_2","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_3","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_4","cpu",FALSE,NA
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_5","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_1","delay",FALSE,"W3"
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_2","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_3","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_4","delay",FALSE,NA
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_5","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_1","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_2","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_3","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_4","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_5","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_1","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_2","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_3","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_4","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_5","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_1","cpu",FALSE,"W3"
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_2","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_3","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_4","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_5","cpu",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_delay_1","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_delay_2","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_delay_3","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_delay_4","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_delay_5","delay",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_disk_1","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_disk_2","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_disk_3","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_disk_4","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_disk_5","disk",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_mem_1","mem",FALSE,NA
"RE1-TT","PCA","RE1-TT_ts-travel-service_mem_2","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_mem_3","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_mem_4","mem",FALSE,"W2"
"RE1-TT","PCA","RE1-TT_ts-travel-service_mem_5","mem",FALSE,"W2"
